row,Assembly,Length
3811,Ref_Ctg,1161
3812,Ref_Ctg,1161
3813,Ref_Ctg,1161
3814,Ref_Ctg,1160
3815,Ref_Ctg,1160
3816,Ref_Ctg,1160
3817,Ref_Ctg,1160
3818,Ref_Ctg,1159
3819,Ref_Ctg,1159
3820,Ref_Ctg,1159
3821,Ref_Ctg,1159
3822,Ref_Ctg,1159
3823,Ref_Ctg,1158
3824,Ref_Ctg,1158
3825,Ref_Ctg,1158
3826,Ref_Ctg,1157
3827,Ref_Ctg,1157
3828,Ref_Ctg,1157
3829,Ref_Ctg,1157
3830,Ref_Ctg,1156
3831,Ref_Ctg,1156
3832,Ref_Ctg,1156
3833,Ref_Ctg,1155
3834,Ref_Ctg,1155
3835,Ref_Ctg,1155
3836,Ref_Ctg,1155
3837,Ref_Ctg,1154
3838,Ref_Ctg,1154
3839,Ref_Ctg,1154
3840,Ref_Ctg,1154
3841,Ref_Ctg,1153
3842,Ref_Ctg,1153
3843,Ref_Ctg,1153
3844,Ref_Ctg,1152
3845,Ref_Ctg,1152
3846,Ref_Ctg,1152
3847,Ref_Ctg,1152
3848,Ref_Ctg,1151
3849,Ref_Ctg,1151
3850,Ref_Ctg,1150
3851,Ref_Ctg,1150
3852,Ref_Ctg,1148
3853,Ref_Ctg,1148
3854,Ref_Ctg,1148
3855,Ref_Ctg,1148
3856,Ref_Ctg,1148
3857,Ref_Ctg,1148
3858,Ref_Ctg,1148
3859,Ref_Ctg,1147
3860,Ref_Ctg,1147
3861,Ref_Ctg,1147
3862,Ref_Ctg,1146
3863,Ref_Ctg,1146
3864,Ref_Ctg,1146
3865,Ref_Ctg,1145
3866,Ref_Ctg,1144
3867,Ref_Ctg,1144
3868,Ref_Ctg,1144
3869,Ref_Ctg,1144
3870,Ref_Ctg,1144
3871,Ref_Ctg,1144
3872,Ref_Ctg,1143
3873,Ref_Ctg,1143
3874,Ref_Ctg,1142
3875,Ref_Ctg,1142
3876,Ref_Ctg,1142
3877,Ref_Ctg,1142
3878,Ref_Ctg,1141
3879,Ref_Ctg,1141
3880,Ref_Ctg,1140
3881,Ref_Ctg,1140
3882,Ref_Ctg,1140
3883,Ref_Ctg,1140
3884,Ref_Ctg,1140
3885,Ref_Ctg,1139
3886,Ref_Ctg,1139
3887,Ref_Ctg,1139
3888,Ref_Ctg,1139
3889,Ref_Ctg,1139
3890,Ref_Ctg,1139
3891,Ref_Ctg,1139
3892,Ref_Ctg,1138
3893,Ref_Ctg,1138
3894,Ref_Ctg,1137
3895,Ref_Ctg,1137
3896,Ref_Ctg,1136
3897,Ref_Ctg,1136
3898,Ref_Ctg,1136
3899,Ref_Ctg,1136
3900,Ref_Ctg,1136
3901,Ref_Ctg,1136
3902,Ref_Ctg,1136
3903,Ref_Ctg,1135
3904,Ref_Ctg,1135
3905,Ref_Ctg,1135
3906,Ref_Ctg,1135
3907,Ref_Ctg,1134
3908,Ref_Ctg,1134
3909,Ref_Ctg,1134
3910,Ref_Ctg,1134
3911,Ref_Ctg,1134
3912,Ref_Ctg,1133
3913,Ref_Ctg,1133
3914,Ref_Ctg,1133
3915,Ref_Ctg,1132
3916,Ref_Ctg,1132
3917,Ref_Ctg,1132
3918,Ref_Ctg,1132
3919,Ref_Ctg,1131
3920,Ref_Ctg,1131
3921,Ref_Ctg,1131
3922,Ref_Ctg,1131
3923,Ref_Ctg,1130
3924,Ref_Ctg,1130
3925,Ref_Ctg,1130
3926,Ref_Ctg,1130
3927,Ref_Ctg,1130
3928,Ref_Ctg,1129
3929,Ref_Ctg,1129
3930,Ref_Ctg,1129
3931,Ref_Ctg,1129
3932,Ref_Ctg,1127
3933,Ref_Ctg,1127
3934,Ref_Ctg,1127
3935,Ref_Ctg,1126
3936,Ref_Ctg,1126
3937,Ref_Ctg,1126
3938,Ref_Ctg,1126
3939,Ref_Ctg,1126
3940,Ref_Ctg,1126
3941,Ref_Ctg,1125
3942,Ref_Ctg,1125
3943,Ref_Ctg,1124
3944,Ref_Ctg,1124
3945,Ref_Ctg,1123
3946,Ref_Ctg,1123
3947,Ref_Ctg,1123
3948,Ref_Ctg,1123
3949,Ref_Ctg,1123
3950,Ref_Ctg,1122
3951,Ref_Ctg,1122
3952,Ref_Ctg,1122
3953,Ref_Ctg,1121
3954,Ref_Ctg,1121
3955,Ref_Ctg,1121
3956,Ref_Ctg,1120
3957,Ref_Ctg,1120
3958,Ref_Ctg,1120
3959,Ref_Ctg,1119
3960,Ref_Ctg,1119
3961,Ref_Ctg,1118
3962,Ref_Ctg,1118
3963,Ref_Ctg,1118
3964,Ref_Ctg,1118
3965,Ref_Ctg,1117
3966,Ref_Ctg,1117
3967,Ref_Ctg,1117
3968,Ref_Ctg,1117
3969,Ref_Ctg,1117
3970,Ref_Ctg,1117
3971,Ref_Ctg,1116
3972,Ref_Ctg,1116
3973,Ref_Ctg,1116
3974,Ref_Ctg,1116
3975,Ref_Ctg,1116
3976,Ref_Ctg,1116
3977,Ref_Ctg,1115
3978,Ref_Ctg,1115
3979,Ref_Ctg,1115
3980,Ref_Ctg,1114
3981,Ref_Ctg,1114
3982,Ref_Ctg,1114
3983,Ref_Ctg,1114
3984,Ref_Ctg,1114
3985,Ref_Ctg,1114
3986,Ref_Ctg,1112
3987,Ref_Ctg,1112
3988,Ref_Ctg,1112
3989,Ref_Ctg,1112
3990,Ref_Ctg,1111
3991,Ref_Ctg,1110
3992,Ref_Ctg,1110
3993,Ref_Ctg,1110
3994,Ref_Ctg,1110
3995,Ref_Ctg,1109
3996,Ref_Ctg,1109
3997,Ref_Ctg,1109
3998,Ref_Ctg,1109
3999,Ref_Ctg,1108
4000,Ref_Ctg,1108
4001,Ref_Ctg,1107
4002,Ref_Ctg,1107
4003,Ref_Ctg,1107
4004,Ref_Ctg,1107
4005,Ref_Ctg,1106
4006,Ref_Ctg,1106
4007,Ref_Ctg,1105
4008,Ref_Ctg,1105
4009,Ref_Ctg,1105
4010,Ref_Ctg,1105
4011,Ref_Ctg,1105
4012,Ref_Ctg,1105
4013,Ref_Ctg,1104
4014,Ref_Ctg,1103
4015,Ref_Ctg,1103
4016,Ref_Ctg,1103
4017,Ref_Ctg,1102
4018,Ref_Ctg,1102
4019,Ref_Ctg,1102
4020,Ref_Ctg,1101
4021,Ref_Ctg,1101
4022,Ref_Ctg,1101
4023,Ref_Ctg,1101
4024,Ref_Ctg,1100
4025,Ref_Ctg,1100
4026,Ref_Ctg,1099
4027,Ref_Ctg,1099
4028,Ref_Ctg,1098
4029,Ref_Ctg,1098
4030,Ref_Ctg,1098
4031,Ref_Ctg,1097
4032,Ref_Ctg,1097
4033,Ref_Ctg,1097
4034,Ref_Ctg,1096
4035,Ref_Ctg,1096
4036,Ref_Ctg,1095
4037,Ref_Ctg,1094
4038,Ref_Ctg,1094
4039,Ref_Ctg,1093
4040,Ref_Ctg,1092
4041,Ref_Ctg,1092
4042,Ref_Ctg,1091
4043,Ref_Ctg,1091
4044,Ref_Ctg,1090
4045,Ref_Ctg,1090
4046,Ref_Ctg,1090
4047,Ref_Ctg,1090
4048,Ref_Ctg,1090
4049,Ref_Ctg,1089
4050,Ref_Ctg,1089
4051,Ref_Ctg,1089
4052,Ref_Ctg,1088
4053,Ref_Ctg,1088
4054,Ref_Ctg,1088
4055,Ref_Ctg,1088
4056,Ref_Ctg,1087
4057,Ref_Ctg,1087
4058,Ref_Ctg,1087
4059,Ref_Ctg,1087
4060,Ref_Ctg,1086
4061,Ref_Ctg,1086
4062,Ref_Ctg,1086
4063,Ref_Ctg,1086
4064,Ref_Ctg,1084
4065,Ref_Ctg,1084
4066,Ref_Ctg,1084
4067,Ref_Ctg,1084
4068,Ref_Ctg,1084
4069,Ref_Ctg,1083
4070,Ref_Ctg,1083
4071,Ref_Ctg,1083
4072,Ref_Ctg,1083
4073,Ref_Ctg,1082
4074,Ref_Ctg,1082
4075,Ref_Ctg,1081
4076,Ref_Ctg,1081
4077,Ref_Ctg,1081
4078,Ref_Ctg,1080
4079,Ref_Ctg,1080
4080,Ref_Ctg,1080
4081,Ref_Ctg,1079
4082,Ref_Ctg,1079
4083,Ref_Ctg,1079
4084,Ref_Ctg,1078
4085,Ref_Ctg,1078
4086,Ref_Ctg,1078
4087,Ref_Ctg,1078
4088,Ref_Ctg,1078
4089,Ref_Ctg,1078
4090,Ref_Ctg,1077
4091,Ref_Ctg,1077
4092,Ref_Ctg,1076
4093,Ref_Ctg,1076
4094,Ref_Ctg,1076
4095,Ref_Ctg,1076
4096,Ref_Ctg,1075
4097,Ref_Ctg,1075
4098,Ref_Ctg,1075
4099,Ref_Ctg,1075
4100,Ref_Ctg,1074
4101,Ref_Ctg,1074
4102,Ref_Ctg,1074
4103,Ref_Ctg,1074
4104,Ref_Ctg,1074
4105,Ref_Ctg,1074
4106,Ref_Ctg,1073
4107,Ref_Ctg,1073
4108,Ref_Ctg,1072
4109,Ref_Ctg,1072
4110,Ref_Ctg,1071
4111,Ref_Ctg,1071
4112,Ref_Ctg,1071
4113,Ref_Ctg,1070
4114,Ref_Ctg,1070
4115,Ref_Ctg,1070
4116,Ref_Ctg,1069
4117,Ref_Ctg,1069
4118,Ref_Ctg,1068
4119,Ref_Ctg,1068
4120,Ref_Ctg,1067
4121,Ref_Ctg,1067
4122,Ref_Ctg,1067
4123,Ref_Ctg,1067
4124,Ref_Ctg,1066
4125,Ref_Ctg,1066
4126,Ref_Ctg,1065
4127,Ref_Ctg,1065
4128,Ref_Ctg,1064
4129,Ref_Ctg,1064
4130,Ref_Ctg,1064
4131,Ref_Ctg,1063
4132,Ref_Ctg,1063
4133,Ref_Ctg,1063
4134,Ref_Ctg,1063
4135,Ref_Ctg,1063
4136,Ref_Ctg,1063
4137,Ref_Ctg,1063
4138,Ref_Ctg,1063
4139,Ref_Ctg,1062
4140,Ref_Ctg,1062
4141,Ref_Ctg,1062
4142,Ref_Ctg,1062
4143,Ref_Ctg,1062
4144,Ref_Ctg,1062
4145,Ref_Ctg,1061
4146,Ref_Ctg,1060
4147,Ref_Ctg,1060
4148,Ref_Ctg,1060
4149,Ref_Ctg,1060
4150,Ref_Ctg,1060
4151,Ref_Ctg,1059
4152,Ref_Ctg,1059
4153,Ref_Ctg,1059
4154,Ref_Ctg,1059
4155,Ref_Ctg,1058
4156,Ref_Ctg,1058
4157,Ref_Ctg,1058
4158,Ref_Ctg,1058
4159,Ref_Ctg,1058
4160,Ref_Ctg,1057
4161,Ref_Ctg,1057
4162,Ref_Ctg,1056
4163,Ref_Ctg,1056
4164,Ref_Ctg,1056
4165,Ref_Ctg,1056
4166,Ref_Ctg,1056
4167,Ref_Ctg,1055
4168,Ref_Ctg,1055
4169,Ref_Ctg,1055
4170,Ref_Ctg,1055
4171,Ref_Ctg,1055
4172,Ref_Ctg,1055
4173,Ref_Ctg,1054
4174,Ref_Ctg,1054
4175,Ref_Ctg,1054
4176,Ref_Ctg,1054
4177,Ref_Ctg,1053
4178,Ref_Ctg,1053
4179,Ref_Ctg,1053
4180,Ref_Ctg,1053
4181,Ref_Ctg,1053
4182,Ref_Ctg,1053
4183,Ref_Ctg,1052
4184,Ref_Ctg,1052
4185,Ref_Ctg,1052
4186,Ref_Ctg,1051
4187,Ref_Ctg,1051
4188,Ref_Ctg,1051
4189,Ref_Ctg,1051
4190,Ref_Ctg,1051
4191,Ref_Ctg,1050
4192,Ref_Ctg,1050
4193,Ref_Ctg,1049
4194,Ref_Ctg,1049
4195,Ref_Ctg,1049
4196,Ref_Ctg,1049
4197,Ref_Ctg,1049
4198,Ref_Ctg,1048
4199,Ref_Ctg,1048
4200,Ref_Ctg,1048
4201,Ref_Ctg,1048
4202,Ref_Ctg,1048
4203,Ref_Ctg,1048
4204,Ref_Ctg,1047
4205,Ref_Ctg,1047
4206,Ref_Ctg,1047
4207,Ref_Ctg,1047
4208,Ref_Ctg,1047
4209,Ref_Ctg,1046
4210,Ref_Ctg,1046
4211,Ref_Ctg,1045
4212,Ref_Ctg,1045
4213,Ref_Ctg,1045
4214,Ref_Ctg,1045
4215,Ref_Ctg,1045
4216,Ref_Ctg,1044
4217,Ref_Ctg,1044
4218,Ref_Ctg,1044
4219,Ref_Ctg,1044
4220,Ref_Ctg,1043
4221,Ref_Ctg,1043
4222,Ref_Ctg,1042
4223,Ref_Ctg,1042
4224,Ref_Ctg,1042
4225,Ref_Ctg,1042
4226,Ref_Ctg,1042
4227,Ref_Ctg,1042
4228,Ref_Ctg,1042
4229,Ref_Ctg,1041
4230,Ref_Ctg,1041
4231,Ref_Ctg,1041
4232,Ref_Ctg,1040
4233,Ref_Ctg,1040
4234,Ref_Ctg,1040
4235,Ref_Ctg,1040
4236,Ref_Ctg,1040
4237,Ref_Ctg,1039
4238,Ref_Ctg,1039
4239,Ref_Ctg,1039
4240,Ref_Ctg,1039
4241,Ref_Ctg,1038
4242,Ref_Ctg,1038
4243,Ref_Ctg,1038
4244,Ref_Ctg,1038
4245,Ref_Ctg,1038
4246,Ref_Ctg,1037
4247,Ref_Ctg,1037
4248,Ref_Ctg,1037
4249,Ref_Ctg,1037
4250,Ref_Ctg,1036
4251,Ref_Ctg,1036
4252,Ref_Ctg,1035
4253,Ref_Ctg,1035
4254,Ref_Ctg,1035
4255,Ref_Ctg,1035
4256,Ref_Ctg,1035
4257,Ref_Ctg,1033
4258,Ref_Ctg,1033
4259,Ref_Ctg,1033
4260,Ref_Ctg,1033
4261,Ref_Ctg,1033
4262,Ref_Ctg,1032
4263,Ref_Ctg,1032
4264,Ref_Ctg,1032
4265,Ref_Ctg,1032
4266,Ref_Ctg,1031
4267,Ref_Ctg,1031
4268,Ref_Ctg,1031
4269,Ref_Ctg,1031
4270,Ref_Ctg,1030
4271,Ref_Ctg,1030
4272,Ref_Ctg,1030
4273,Ref_Ctg,1029
4274,Ref_Ctg,1029
4275,Ref_Ctg,1029
4276,Ref_Ctg,1029
4277,Ref_Ctg,1029
4278,Ref_Ctg,1029
4279,Ref_Ctg,1029
4280,Ref_Ctg,1029
4281,Ref_Ctg,1029
4282,Ref_Ctg,1028
4283,Ref_Ctg,1028
4284,Ref_Ctg,1028
4285,Ref_Ctg,1027
4286,Ref_Ctg,1027
4287,Ref_Ctg,1027
4288,Ref_Ctg,1027
4289,Ref_Ctg,1027
4290,Ref_Ctg,1026
4291,Ref_Ctg,1026
4292,Ref_Ctg,1025
4293,Ref_Ctg,1025
4294,Ref_Ctg,1025
4295,Ref_Ctg,1025
4296,Ref_Ctg,1023
4297,Ref_Ctg,1023
4298,Ref_Ctg,1023
4299,Ref_Ctg,1022
4300,Ref_Ctg,1022
4301,Ref_Ctg,1022
4302,Ref_Ctg,1022
4303,Ref_Ctg,1022
4304,Ref_Ctg,1021
4305,Ref_Ctg,1021
4306,Ref_Ctg,1021
4307,Ref_Ctg,1020
4308,Ref_Ctg,1020
4309,Ref_Ctg,1020
4310,Ref_Ctg,1020
4311,Ref_Ctg,1019
4312,Ref_Ctg,1019
4313,Ref_Ctg,1019
4314,Ref_Ctg,1019
4315,Ref_Ctg,1019
4316,Ref_Ctg,1018
4317,Ref_Ctg,1018
4318,Ref_Ctg,1018
4319,Ref_Ctg,1018
4320,Ref_Ctg,1017
4321,Ref_Ctg,1016
4322,Ref_Ctg,1016
4323,Ref_Ctg,1016
4324,Ref_Ctg,1015
4325,Ref_Ctg,1015
4326,Ref_Ctg,1014
4327,Ref_Ctg,1014
4328,Ref_Ctg,1014
4329,Ref_Ctg,1014
4330,Ref_Ctg,1014
4331,Ref_Ctg,1014
4332,Ref_Ctg,1013
4333,Ref_Ctg,1013
4334,Ref_Ctg,1013
4335,Ref_Ctg,1013
4336,Ref_Ctg,1012
4337,Ref_Ctg,1012
4338,Ref_Ctg,1012
4339,Ref_Ctg,1012
4340,Ref_Ctg,1012
4341,Ref_Ctg,1011
4342,Ref_Ctg,1011
4343,Ref_Ctg,1011
4344,Ref_Ctg,1011
4345,Ref_Ctg,1010
4346,Ref_Ctg,1010
4347,Ref_Ctg,1010
4348,Ref_Ctg,1010
4349,Ref_Ctg,1010
4350,Ref_Ctg,1009
4351,Ref_Ctg,1008
4352,Ref_Ctg,1008
4353,Ref_Ctg,1008
4354,Ref_Ctg,1007
4355,Ref_Ctg,1007
4356,Ref_Ctg,1006
4357,Ref_Ctg,1006
4358,Ref_Ctg,1006
4359,Ref_Ctg,1005
4360,Ref_Ctg,1005
4361,Ref_Ctg,1005
4362,Ref_Ctg,1005
4363,Ref_Ctg,1005
4364,Ref_Ctg,1005
4365,Ref_Ctg,1004
4366,Ref_Ctg,1004
4367,Ref_Ctg,1004
4368,Ref_Ctg,1004
4369,Ref_Ctg,1003
4370,Ref_Ctg,1003
4371,Ref_Ctg,1002
4372,Ref_Ctg,1002
4373,Ref_Ctg,1002
4374,Ref_Ctg,1001
4375,Ref_Ctg,1001
4376,Ref_Ctg,1001
4377,Ref_Ctg,1001
4378,Ref_Ctg,1001
4379,Ref_Ctg,1001
4380,Ref_Ctg,995
4381,Ref_Ctg,988
4382,Ref_Ctg,985
4383,Ref_Ctg,980
4384,Ref_Ctg,979
4385,Ref_Ctg,974
4386,Ref_Ctg,964
4387,Ref_Ctg,955
4388,Ref_Ctg,954
4389,Ref_Ctg,946
4390,Ref_Ctg,914
4391,Ref_Ctg,908
4392,Ref_Ctg,906
4393,Ref_Ctg,897
4394,Ref_Ctg,890
4395,Ref_Ctg,886
4396,Ref_Ctg,884
4397,Ref_Ctg,883
4398,Ref_Ctg,863
4399,Ref_Ctg,848
4400,Ref_Ctg,843
4401,Ref_Ctg,817
4402,Ref_Ctg,810
4403,Ref_Ctg,807
4404,Ref_Ctg,804
4405,Ref_Ctg,798
4406,Ref_Ctg,796
4407,Ref_Ctg,790
4408,Ref_Ctg,787
4409,Ref_Ctg,773
4410,Ref_Ctg,769
4411,Ref_Ctg,769
4412,Ref_Ctg,769
4413,Ref_Ctg,766
4414,Ref_Ctg,760
4415,Ref_Ctg,760
4416,Ref_Ctg,759
4417,Ref_Ctg,758
4418,Ref_Ctg,755
4419,Ref_Ctg,754
4420,Ref_Ctg,753
4421,Ref_Ctg,749
4422,Ref_Ctg,743
4423,Ref_Ctg,738
4424,Ref_Ctg,735
4425,Ref_Ctg,734
4426,Ref_Ctg,730
4427,Ref_Ctg,727
4428,Ref_Ctg,724
4429,Ref_Ctg,724
4430,Ref_Ctg,724
4431,Ref_Ctg,723
4432,Ref_Ctg,720
4433,Ref_Ctg,719
4434,Ref_Ctg,716
4435,Ref_Ctg,716
4436,Ref_Ctg,714
4437,Ref_Ctg,714
4438,Ref_Ctg,713
4439,Ref_Ctg,712
4440,Ref_Ctg,712
4441,Ref_Ctg,704
4442,Ref_Ctg,702
4443,Ref_Ctg,691
4444,Ref_Ctg,653
4445,Ref_Ctg,630
4446,Ref_Ctg,611
4447,Ref_Ctg,574
4448,Ref_Ctg,567
4449,Ref_Ctg,564
4450,Ref_Ctg,544
4451,Ref_Ctg,530
4452,Ref_Ctg,511
4453,Ref_Ctg,461
4454,Ref_Ctg,451
4455,Ref_Ctg,380
4456,Ref_Ctg,361
4457,Ref_Ctg,338
4458,Ref_Ctg,294
4459,Ref_Ctg,201
4460,Ref_Ctg,176
